Region,Specialisms,ServiceTypes,Count
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,3
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Supported living,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Physical disabilities,Homecare agencies,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Physical disabilities,Homecare agencies|Supported housing|Supported living,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Physical disabilities,Supported housing,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies,27
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies|Supported housing,3
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies|Supported living,9
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Nursing homes,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Shared lives,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Community services - Healthcare|Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Community services - Healthcare|Homecare agencies|Dentist|Doctors/GPs|Community services - Learning disabilities|Mobile doctors|Phone/online advice,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Community services - Healthcare|Homecare agencies|Supported living,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Community services - Nursing|Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,177
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Rehabilitation (illness/injury),1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Shared lives|Supported living,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported housing,3
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported housing|Supported living,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,51
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,7
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Residential homes,21
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Residential homes|Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Shared lives,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Supported housing,14
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Supported living,4
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Community services - Nursing|Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Dentist,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Doctors/GPs,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Doctors/GPs|Doctors/GPs|Prison healthcare,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,51
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Homecare agencies|Supported living|Supported living,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Supported housing|Shared lives|Supported living,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Supported housing|Supported living,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Supported living,8
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Supported housing,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies,26
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies|Rehabilitation (illness/injury)|Supported living,2
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies|Supported housing,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies|Supported living,6
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Nursing homes,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Prison healthcare,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Shared lives,3
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Supported housing,5
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Supported living,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Physical disabilities,Homecare agencies,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Physical disabilities,Residential homes,1
South East,Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Supported living,2
